QRCODE;CODIGO;METODO_POSICIONAMENTO;TIPO_VERTICE;SIGMA_X;SIGMA_Y;SIGMA_Z;LADO;INDICE;X;Y;Z;GEOMETRIA_WKT;
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10217;PG6;P;0,0081;0,0081;0,0127;EXTERNO;34;39 18 34,495 W;12 10 57,737 S;315.291;POINT (-39.3095819400000011 -12.1827047200000003);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10218;PG6;P;0,0057;0,0057;0,0083;EXTERNO;35;39 18 35,767 W;12 10 57,678 S;325.637;POINT (-39.3099352799999977 -12.1826883299999995);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10219;PG6;P;0,0111;0,0111;0,0187;EXTERNO;36;39 18 38,474 W;12 10 57,562 S;337.22;POINT (-39.3106872199999984 -12.1826561099999999);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10220;PG6;P;0,0067;0,0067;0,0117;EXTERNO;37;39 18 40,967 W;12 10 57,474 S;337.205;POINT (-39.3113797199999979 -12.1826316699999992);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10221;PG6;P;0,0074;0,0074;0,0117;EXTERNO;38;39 18 44,394 W;12 10 57,368 S;335.146;POINT (-39.3123316699999990 -12.1826022199999997);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10222;PG6;P;0,0057;0,0057;0,011;EXTERNO;39;39 18 48,817 W;12 10 57,223 S;334.016;POINT (-39.3135602799999972 -12.1825619399999994);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10223;PG6;P;0,0061;0,0061;0,0103;EXTERNO;40;39 18 53,516 W;12 10 57,036 S;328.963;POINT (-39.3148655600000012 -12.1825100000000006);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10224;PG6;P;0,0071;0,0071;0,0117;EXTERNO;41;39 18 56,213 W;12 10 57,063 S;325.147;POINT (-39.3156147199999992 -12.1825174999999994);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-M-3153;PG6;M;0,0078;0,0078;0,0117;EXTERNO;42;39 18 58,075 W;12 10 57,101 S;330.526;POINT (-39.3161319399999982 -12.1825280599999992);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10225;PG6;P;0,0088;0,0088;0,012;EXTERNO;43;39 18 57,592 W;12 10 55,311 S;317.809;POINT (-39.3159977799999965 -12.1820308300000004);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10226;PG6;P;0,0057;0,0057;0,009;EXTERNO;44;39 18 57,083 W;12 10 53,420 S;299.748;POINT (-39.3158563900000004 -12.1815055599999997);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10227;PG6;P;0,008;0,008;0,013;EXTERNO;45;39 18 56,457 W;12 10 51,103 S;281.613;POINT (-39.3156825000000012 -12.1808619399999998);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10228;PG6;P;0,0064;0,0064;0,0089;EXTERNO;46;39 18 56,098 W;12 10 49,685 S;279.112;POINT (-39.3155827799999997 -12.1804680600000008);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-M-3147;PG6;M;0,0069;0,0069;0,0103;EXTERNO;47;39 18 55,609 W;12 10 47,799 S;272.992;POINT (-39.3154469400000011 -12.1799441700000006);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10229;PG6;P;0,0062;0,0062;0,0089;EXTERNO;48;39 18 53,655 W;12 10 47,544 S;276.371;POINT (-39.3149041699999984 -12.1798733299999995);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10230;PG6;P;0,0059;0,0059;0,0103;EXTERNO;49;39 18 50,272 W;12 10 47,098 S;271.998;POINT (-39.3139644399999995 -12.1797494400000001);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10231;PG6;P;0,006;0,006;0,0086;EXTERNO;50;39 18 48,697 W;12 10 46,950 S;270.804;POINT (-39.3135269400000027 -12.1797083300000004);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10232;PG6;P;0,0071;0,0071;0,011;EXTERNO;51;39 18 46,739 W;12 10 46,685 S;269.451;POINT (-39.3129830600000005 -12.1796347199999992);
ef28d443-2bdb-400e-86d9-3fa37b2eeac8;DSBN-P-10233;PG6;P;0,0067;0,0067;0,0113;EXTERNO;52;39 18 45,593 W;12 10 46,615 S;269.048;POINT (-39.3126647200000008 -12.1796152800000002);
