QRCODE;CODIGO;METODO_POSICIONAMENTO;TIPO_VERTICE;SIGMA_X;SIGMA_Y;SIGMA_Z;LADO;INDICE;X;Y;Z;GEOMETRIA_WKT;
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL40;PG2;M;0,061;0,017;0,053;EXTERNO;17;464771,06;8651023,89;215.775;POINT (-39.3238619148463044 -12.2025833178765755);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL39;PG2;M;0,061;0,017;0,054;EXTERNO;18;464764,39;8651025,44;218.094;POINT (-39.3239232148720106 -12.2025692289842969);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17744;PG2;P;0,062;0,018;0,055;EXTERNO;19;464750,11;8651033,89;217.065;POINT (-39.3240543974892773 -12.2024926603605461);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17743;PG2;P;0,062;0,018;0,055;EXTERNO;20;464748,02;8651039,77;218.739;POINT (-39.3240735461477726 -12.2024394642805198);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17742;PG2;P;0,062;0,019;0,057;EXTERNO;21;464766,92;8651065,66;215.816;POINT (-39.3238995148823989 -12.2022055424439788);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17741;PG2;P;0,062;0,018;0,055;EXTERNO;22;464774,97;8651092,09;216.904;POINT (-39.3238252213994741 -12.2019666200156731);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17740;PG2;P;0,092;0,067;0,168;EXTERNO;23;464773,65;8651114,36;215.621;POINT (-39.3238371115129013 -12.2017652156899050);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17739;PG2;P;0,061;0,017;0,053;EXTERNO;24;464765,91;8651125,03;217.073;POINT (-39.3239081476153203 -12.2016686420794755);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17738;PG2;P;0,062;0,019;0,057;EXTERNO;25;464779,35;8651169,70;217.136;POINT (-39.3237841041693059 -12.2012648315228098);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17737;PG2;P;0,061;0,017;0,053;EXTERNO;26;464781,69;8651216,98;217.986;POINT (-39.3237620736752476 -12.2008372985128783);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17736;PG2;P;0,062;0,019;0,058;EXTERNO;27;464805,60;8651272,88;217.032;POINT (-39.3235416581351345 -12.2003320467159373);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17735;PG2;P;0,064;0,022;0,069;EXTERNO;28;464811,74;8651295,08;219.059;POINT (-39.3234849703255307 -12.2001313558924984);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17734;PG2;P;0,314;0,171;0,345;EXTERNO;29;464859,09;8651330,97;218.27;POINT (-39.3230492944528649 -12.1998073091427983);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17733;PG2;P;0,064;0,019;0,058;EXTERNO;30;464874,46;8651369,75;219.85;POINT (-39.3229075755152948 -12.1994567828106710);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17732;PG2;P;0,061;0,018;0,054;EXTERNO;31;464893,96;8651387,87;220.266;POINT (-39.3227281165787872 -12.1992931315585516);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17731;PG2;P;0,062;0,019;0,056;EXTERNO;32;464914,76;8651423,67;219.839;POINT (-39.3225365138304142 -12.1989696119236726);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL38;PG2;M;0,062;0,018;0,057;EXTERNO;33;464913,61;8651459,85;219.657;POINT (-39.3225466899532066 -12.1986424197084791);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL37;PG2;M;0,061;0,017;0,054;EXTERNO;34;464915,12;8651467,60;222.524;POINT (-39.3225327240407267 -12.1985723518210669);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL36;PG2;M;0,062;0,019;0,062;EXTERNO;35;464916,70;8651476,45;221.37;POINT (-39.3225181026109993 -12.1984923372602960);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL35;PG2;M;0,061;0,018;0,057;EXTERNO;36;464936,27;8651547,54;221.57;POINT (-39.3223374222390234 -12.1978496727194283);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL34;PG2;M;0,066;0,023;0,091;EXTERNO;37;464940,78;8651562,38;220.42;POINT (-39.3222958005716592 -12.1977155213794948);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL33;PG2;M;0,061;0,017;0,056;EXTERNO;38;464780,88;8651554,37;234.679;POINT (-39.3237658163242685 -12.1977862342011178);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17746;PG2;P;0,061;0,017;0,054;EXTERNO;39;464719,59;8651551,14;240.192;POINT (-39.3243292783049512 -12.1978147811294200);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-P-17745;PG2;P;0,061;0,017;0,054;EXTERNO;40;464688,45;8651456,29;237.577;POINT (-39.3246165858138639 -12.1986721833447671);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL32;PG2;M;0,062;0,019;0,06;EXTERNO;41;464481,04;8651453,29;258.819;POINT (-39.3265233028818955 -12.1986970606256762);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL31;PG2;M;0,061;0,018;0,056;EXTERNO;42;464374,14;8651451,92;272.365;POINT (-39.3275060310504330 -12.1987082838163587);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL30;PG2;M;0,061;0,017;0,054;EXTERNO;43;464184,47;8651447,90;259.032;POINT (-39.3292496788099584 -12.1987425599119206);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL29;PG2;M;0,061;0,018;0,054;EXTERNO;44;464061,60;8651444,20;242.536;POINT (-39.3303792424938692 -12.1987746678876938);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL28;PG2;M;0,061;0,017;0,054;EXTERNO;45;464031,52;8651344,10;245.075;POINT (-39.3306568848327061 -12.1996795512075540);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL27;PG2;M;0,062;0,018;0,055;EXTERNO;46;463978,49;8651342,22;236.977;POINT (-39.3311444030380386 -12.1996959669723299);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL26;PG2;M;0,063;0,022;0,065;EXTERNO;47;463960,50;8651436,03;233.743;POINT (-39.3313087287481764 -12.1988474345284352);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL25;PG2;M;0,063;0,023;0,066;EXTERNO;48;463924,94;8651632,48;253.44;POINT (-39.3316334170133999 -12.1970705232877279);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL24;PG2;M;0,061;0,017;0,054;EXTERNO;49;463888,43;8651832,68;226.273;POINT (-39.3319667921349918 -12.1952596893817073);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL23;PG2;M;0,061;0,017;0,053;EXTERNO;50;463871,82;8651931,27;228.857;POINT (-39.3321183731716104 -12.1943679455399216);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL22;PG2;M;0,061;0,017;0,055;EXTERNO;51;463860,71;8651981,79;223.939;POINT (-39.3322199349454777 -12.1939109647034023);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL21;PG2;M;0,007;0,007;0,025;EXTERNO;52;463853,14;8652025,56;222.228;POINT (-39.3322890304578792 -12.1935150640188112);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL20;PG2;M;0,064;0,023;0,08;EXTERNO;53;463842,93;8652085,38;222.071;POINT (-39.3323822135409458 -12.1929739921722682);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL19;PG2;M;0,061;0,017;0,053;EXTERNO;54;463798,78;8652464,00;240.562;POINT (-39.3327837987638915 -12.1895496007280002);
0ffeaaf3-cacd-483a-97b7-01357d02aa0b;AC9-M-RL18;PG2;M;0,061;0,017;0,053;EXTERNO;55;463786,02;8652580,40;255.834;POINT (-39.3328997824691911 -12.1884968411343237);
