QRCODE;CODIGO;METODO_POSICIONAMENTO;TIPO_VERTICE;SIGMA_X;SIGMA_Y;SIGMA_Z;LADO;INDICE;X;Y;Z;GEOMETRIA_WKT;
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02257;PG6;P;0,01;0,01;0,02;EXTERNO;11;39 19 28,311 W;12 12 25,381 S;211.03;POINT (-39.3245308300000005 -12.2070502800000007);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02258;PG6;P;0,0;0,01;0,01;EXTERNO;12;39 19 28,465 W;12 12 25,325 S;210.89;POINT (-39.3245736100000016 -12.2070347199999993);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02259;PG6;P;0,02;0,02;0,05;EXTERNO;13;39 19 27,620 W;12 12 22,385 S;211.81;POINT (-39.3243388899999999 -12.2062180599999994);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02260;PG6;P;0,01;0,01;0,02;EXTERNO;14;39 19 28,338 W;12 12 22,540 S;212.11;POINT (-39.3245383300000029 -12.2062611099999998);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02261;PG6;P;0,01;0,01;0,02;EXTERNO;15;39 19 28,969 W;12 12 22,748 S;211.93;POINT (-39.3247136100000034 -12.2063188900000004);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-02262;PG6;P;0,0;0,01;0,01;EXTERNO;16;39 19 33,962 W;12 12 24,449 S;215.3;POINT (-39.3261005600000004 -12.2067913899999994);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0362;PG2;P;0,0;0,0;0,0;EXTERNO;17;39 19 40,045 W;12 12 26,547 S;215.61;POINT (-39.3277902800000021 -12.2073741699999996);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0363;PG2;P;0,0;0,0;0,01;EXTERNO;18;39 19 43,861 W;12 12 23,036 S;223.22;POINT (-39.3288502799999975 -12.2063988899999991);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0364;PG2;P;0,0;0,0;0,0;EXTERNO;19;39 19 45,794 W;12 12 21,749 S;226.79;POINT (-39.3293872200000010 -12.2060413899999993);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0365;PG2;P;0,0;0,0;0,0;EXTERNO;20;39 19 47,160 W;12 12 20,768 S;229.93;POINT (-39.3297666699999979 -12.2057688899999999);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0366;PG2;P;0,0;0,0;0,01;EXTERNO;21;39 19 48,823 W;12 12 19,349 S;235.43;POINT (-39.3302286099999989 -12.2053747200000000);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0367;PG2;P;0,0;0,0;0,01;EXTERNO;22;39 19 52,127 W;12 12 15,865 S;247.71;POINT (-39.3311463900000007 -12.2044069400000001);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0368;PG2;P;0,0;0,0;0,0;EXTERNO;23;39 19 52,866 W;12 12 14,902 S;248.75;POINT (-39.3313516699999965 -12.2041394400000005);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0369;PG2;P;0,0;0,0;0,01;EXTERNO;24;39 19 52,985 W;12 12 14,663 S;249.29;POINT (-39.3313847200000026 -12.2040730600000007);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0370;PG2;P;0,01;0,01;0,01;EXTERNO;25;39 19 53,863 W;12 12 12,257 S;249.46;POINT (-39.3316286100000028 -12.2034047200000000);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0045;PG2;M;0,0;0,0;0,01;EXTERNO;26;39 19 54,148 W;12 12 11,255 S;248.6;POINT (-39.3317077800000021 -12.2031263899999995);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0371;PG2;P;0,0;0,0;0,01;EXTERNO;27;39 19 55,684 W;12 12 05,858 S;243.64;POINT (-39.3321344399999973 -12.2016272200000007);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0372;PG2;P;0,0;0,0;0,01;EXTERNO;28;39 19 55,423 W;12 12 04,279 S;241.66;POINT (-39.3320619400000027 -12.2011886100000009);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0373;PG2;P;0,01;0,01;0,01;EXTERNO;29;39 19 56,069 W;12 12 02,876 S;238.37;POINT (-39.3322413900000001 -12.2007988899999997);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0374;PG2;P;0,0;0,0;0,01;EXTERNO;30;39 19 56,907 W;12 12 01,684 S;236.85;POINT (-39.3324741699999976 -12.2004677800000003);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0375;PG2;P;0,0;0,0;0,01;EXTERNO;31;39 19 59,885 W;12 11 56,295 S;226.88;POINT (-39.3333013900000026 -12.1989708300000004);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0376;PG2;P;0,0;0,0;0,01;EXTERNO;32;39 20 01,486 W;12 11 55,471 S;225.59;POINT (-39.3337461099999999 -12.1987419399999997);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0044;PG2;M;0,0;0,0;0,01;EXTERNO;33;39 20 03,314 W;12 11 52,837 S;221.03;POINT (-39.3342538899999994 -12.1980102800000001);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0377;PG2;P;0,0;0,0;0,01;EXTERNO;34;39 19 59,092 W;12 11 52,157 S;223.7;POINT (-39.3330811100000020 -12.1978213899999997);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0043;PG2;M;0,0;0,0;0,01;EXTERNO;35;39 19 55,635 W;12 11 52,470 S;229.64;POINT (-39.3321208300000009 -12.1979083300000006);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0378;PG2;P;0,0;0,0;0,01;EXTERNO;36;39 19 54,924 W;12 11 55,926 S;229.93;POINT (-39.3319233300000022 -12.1988683299999998);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL26;PG2;M;0,063;0,022;0,065;EXTERNO;37;39 19 52,711 W;12 11 55,851 S;233.743;POINT (-39.3313087287481764 -12.1988474345284352);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL27;PG2;M;0,062;0,018;0,055;EXTERNO;38;39 19 52,120 W;12 11 58,905 S;236.977;POINT (-39.3311444030380386 -12.1996959669723299);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL28;PG2;M;0,061;0,017;0,054;EXTERNO;39;39 19 50,365 W;12 11 58,846 S;245.075;POINT (-39.3306568848327061 -12.1996795512075540);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0042;PG2;M;0,0;0,0;0,01;EXTERNO;40;39 19 46,889 W;12 11 58,746 S;260.38;POINT (-39.3296913900000007 -12.1996516699999997);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;SNNS-M-10129;PG2;M;0,0;0,0;0,01;EXTERNO;41;39 19 43,301 W;12 11 58,605 S;266.86;POINT (-39.3286947200000014 -12.1996125000000006);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;SNNS-M-10126;PG2;M;0,0;0,0;0,01;EXTERNO;42;39 19 39,897 W;12 11 58,613 S;257.84;POINT (-39.3277491699999970 -12.1996147199999996);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;SNNS-M-10125;PG2;M;0,0;0,0;0,01;EXTERNO;43;39 19 36,480 W;12 11 58,595 S;250.11;POINT (-39.3267999999999986 -12.1996097199999998);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0041;PG2;M;0,0;0,0;0,01;EXTERNO;44;39 19 33,078 W;12 11 58,544 S;241.59;POINT (-39.3258549999999971 -12.1995955600000006);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;SNNS-M-10121;PG2;M;0,0;0,0;0,01;EXTERNO;45;39 19 29,717 W;12 11 58,472 S;234.4;POINT (-39.3249213900000001 -12.1995755599999995);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-M-0040;PG2;M;0,01;0,01;0,01;EXTERNO;46;39 19 23,302 W;12 11 58,329 S;220.49;POINT (-39.3231394399999985 -12.1995358300000003);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-V-0081;PA2;V;0,19;0,1;0,2;EXTERNO;47;39 19 22,631 W;12 11 58,422 S;219.37;POINT (-39.3229530600000032 -12.1995616699999996);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17734;PG2;P;0,314;0,171;0,345;EXTERNO;48;39 19 22,977 W;12 11 59,306 S;218.27;POINT (-39.3230492944528649 -12.1998073091427983);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17735;PG2;P;0,064;0,022;0,069;EXTERNO;49;39 19 24,546 W;12 12 00,473 S;219.059;POINT (-39.3234849703255307 -12.2001313558924984);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17736;PG2;P;0,062;0,019;0,058;EXTERNO;50;39 19 24,750 W;12 12 01,195 S;217.032;POINT (-39.3235416581351345 -12.2003320467159373);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17737;PG2;P;0,061;0,017;0,053;EXTERNO;51;39 19 25,543 W;12 12 03,014 S;217.986;POINT (-39.3237620736752476 -12.2008372985128783);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17738;PG2;P;0,062;0,019;0,057;EXTERNO;52;39 19 25,623 W;12 12 04,553 S;217.136;POINT (-39.3237841041693059 -12.2012648315228098);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17739;PG2;P;0,061;0,017;0,053;EXTERNO;53;39 19 26,069 W;12 12 06,007 S;217.073;POINT (-39.3239081476153203 -12.2016686420794755);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17740;PG2;P;0,092;0,067;0,168;EXTERNO;54;39 19 25,814 W;12 12 06,355 S;215.621;POINT (-39.3238371115129013 -12.2017652156899050);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17741;PG2;P;0,062;0,018;0,055;EXTERNO;55;39 19 25,771 W;12 12 07,080 S;216.904;POINT (-39.3238252213994741 -12.2019666200156731);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17742;PG2;P;0,062;0,019;0,057;EXTERNO;56;39 19 26,038 W;12 12 07,940 S;215.816;POINT (-39.3238995148823989 -12.2022055424439788);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17743;PG2;P;0,062;0,018;0,055;EXTERNO;57;39 19 26,665 W;12 12 08,782 S;218.739;POINT (-39.3240735461477726 -12.2024394642805198);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-P-17744;PG2;P;0,062;0,018;0,055;EXTERNO;58;39 19 26,596 W;12 12 08,974 S;217.065;POINT (-39.3240543974892773 -12.2024926603605461);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL39;PG2;M;0,061;0,017;0,054;EXTERNO;59;39 19 26,124 W;12 12 09,249 S;218.094;POINT (-39.3239232148720106 -12.2025692289842969);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL40;PG2;M;0,061;0,017;0,053;EXTERNO;60;39 19 25,903 W;12 12 09,300 S;215.775;POINT (-39.3238619148463044 -12.2025833178765755);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL41;PG2;M;0,061;0,018;0,054;EXTERNO;61;39 19 24,046 W;12 12 08,870 S;217.659;POINT (-39.3233461362121872 -12.2024640117706493);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL42;PG2;M;0,276;0,137;0,248;EXTERNO;62;39 19 23,755 W;12 12 08,834 S;216.791;POINT (-39.3232654095436160 -12.2024537973236455);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL43;PG2;M;0,061;0,017;0,053;EXTERNO;63;39 19 10,986 W;12 12 08,639 S;250.612;POINT (-39.3197182363719833 -12.2023996980005229);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL44;PG2;M;0,061;0,017;0,053;EXTERNO;64;39 19 14,745 W;12 11 53,729 S;224.817;POINT (-39.3207624490987371 -12.1982581793617992);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL45;PG2;M;0,061;0,017;0,053;EXTERNO;65;39 19 14,752 W;12 11 53,600 S;224.673;POINT (-39.3207645201661009 -12.1982221853021109);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL46;PG2;M;0,003;0,002;0,006;EXTERNO;66;39 19 14,234 W;12 11 51,508 S;224.766;POINT (-39.3206206895920687 -12.1976412412050763);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL47;PG2;M;0,062;0,02;0,059;EXTERNO;67;39 19 14,037 W;12 11 50,455 S;224.312;POINT (-39.3205659165946528 -12.1973486692604745);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL48;PG2;M;0,061;0,017;0,053;EXTERNO;68;39 19 13,992 W;12 11 49,009 S;224.17;POINT (-39.3205532075130364 -12.1969469882515078);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;AC9-M-RL49;PG2;M;0,065;0,026;0,09;EXTERNO;69;39 18 49,856 W;12 11 48,718 S;269.903;POINT (-39.3138488134972874 -12.1968659893084403);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0379;PG2;P;0,01;0,01;0,01;EXTERNO;70;39 18 44,111 W;12 11 48,644 S;308.91;POINT (-39.3122530600000033 -12.1968455599999999);
6669c48e-0794-4114-b8bc-cd0c9216a5ff;XMMS-P-0380;PG2;P;0,01;0,01;0,02;EXTERNO;71;39 18 34,567 W;12 11 48,541 S;336.82;POINT (-39.3096019400000003 -12.1968169399999997);
